parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
rho,5.603779985988834,0.5699007097795199,0.05408077633558272,110.16752353519384,179.79890623110455,1.0235531107206222,
alpha,2.799309716422965,0.6850740986992626,0.06821194849693754,98.15679209752128,78.24781339894696,1.0042374726895826,
f_tilde.1,1.3686440154445223,0.3205351392960716,0.03037331218252638,105.46172443414972,85.61335746407816,1.0045223542608055,
f_tilde.2,0.33569867528436875,0.2454887204291918,0.027873312587891955,111.46083393232766,76.77265450507588,1.008477311681349,
f_tilde.3,-0.19884288758659244,0.569502344846444,0.06967070160226001,90.09791267014303,33.83060570000157,1.0302833740431685,
f_tilde.4,-0.16919008492795395,0.6200518727464452,0.07085586946107233,80.98274841079694,104.03946788228966,1.0391346455904105,
f_tilde.5,1.025952474235611,0.7656858851850854,0.06369559820768651,147.3522316794718,153.36491609713173,1.0212964679545964,
f_tilde.6,1.6568440135759812,0.8317180578165078,0.08866732851645635,87.76323264321488,84.13217373478909,1.010974887792501,
f_tilde.7,0.6215295204425554,0.9450702876567958,0.11565418728924344,69.52588044894063,72.9156540552588,1.0044750740276054,
f_tilde.8,-0.24694237865506208,0.8724064767591692,0.06454924989114355,188.41902226732026,238.03194766683907,1.0055902526833,
