parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
rho,5.683677663982416,0.7086406899420523,0.018589712755175562,1489.1707358889212,1171.9735950345364,1.000197646299468,
alpha,2.89943895172105,0.7597150230852809,0.01885308867409915,1608.5188608945236,1829.240974098538,1.001808409476915,
f_tilde.1,1.3402925781084973,0.35430427484380866,0.008719702640458522,1642.42327845379,1828.758393599133,1.0016379556778345,
f_tilde.2,0.30430796234292273,0.20838332516745486,0.003997629670066079,3161.870217791788,2835.922182816736,1.0012160317607866,
f_tilde.3,-0.15413777057996011,0.505344137307338,0.01101934915847627,2093.289559444648,2092.235704682279,1.0007080424362735,
f_tilde.4,-0.23413961810748313,0.6172729833972559,0.013553768324001065,2150.61493719765,1732.6143717500138,1.0007611154859053,
f_tilde.5,1.175768852194878,0.834423410241889,0.01760723614932351,2244.205105598146,2431.1800934227686,1.0000828945798232,
f_tilde.6,1.4250121651180692,0.7859614994282073,0.0170702014033969,2139.319223745682,2186.8234701074734,1.0002931462756097,
f_tilde.7,0.6470981211364218,0.9483397741265323,0.021715418303542698,1949.394856419066,1706.8323197668628,1.000331477059618,
f_tilde.8,-0.22046383203937323,0.8985875889018171,0.01852947207540583,2351.73987397898,2903.9639823169246,1.0001089508660583,
